Top 200 'Chameleon' Words Analysis
==================================================

Chameleon words are those with the largest change in collocates
(measured by Jaccard distance between eras)

Rank  Word                 Jaccard Distance  
9292. রসিকত                     1.00000000
9293. দ্বিধা                    1.00000000
9294. পরোক্ষ                    1.00000000
9295. আশা                       1.00000000
9296. চাউর                      1.00000000
9297. ছিপির                     1.00000000
9298. দেওয়ায়                  1.00000000
9299. প্রবীর                    1.00000000
9300. তুমুল                     1.00000000
9301. বহুলাংশে                  1.00000000
9302. একি                       1.00000000
9303. পাঞ্জাবি                  1.00000000
9304. ভাতা                      1.00000000
9305. বৈবাহিক                   1.00000000
9306. রূপালী                    1.00000000
9307. তুলসী                     1.00000000
9308. আর্টিস্ট                  1.00000000
9309. কৌতুহলী                   1.00000000
9310. আঁখি                      1.00000000
9311. সীতেশ                     1.00000000
9312. পদ্ধতি                    1.00000000
9313. এক্সট্রিম                 1.00000000
9314. জঙ্গি                     1.00000000
9315. ছড়ানো                    1.00000000
9316. ডিফেন্স                   1.00000000
9317. চিতাবাঘ                   1.00000000
9318. পূর্ণিমা                  1.00000000
9319. ভবঘুরে                    1.00000000
9320. শিবপুর                    1.00000000
9321. দিদির                     1.00000000
9322. রাজকুমার                  1.00000000
9323. মরুভূমির                  1.00000000
9324. ইডেনের                    1.00000000
9325. ক্যারিয়ার                1.00000000
9326. দাবি                      1.00000000
9327. লেকচার                    1.00000000
9328. অ্যান্ড                   1.00000000
9329. আহমদ                      1.00000000
9330. স্তূপ                     1.00000000
9331. ইট                        1.00000000
9332. রিলে                      1.00000000
9333. চারশত                     1.00000000
9334. চাইছিল                    1.00000000
9335. গাঁথা                     1.00000000
9336. সন্ধ্যে                   1.00000000
9337. আত্মশুদ্ধির               1.00000000
9338. টেন                       1.00000000
9339. ভঙ্গে                     1.00000000
9340. নিয়মকানুন                1.00000000
9341. ক্ষিপ্ত                   1.00000000
9342. উজ                        1.00000000
9343. মাথাব্যথা                 1.00000000
9344. দৈনন্দিন                  1.00000000
9345. ঘটাবে                     1.00000000
9346. চ্যারিটেবল                1.00000000
9347. পরী                       1.00000000
9348. আশীর্বা                   1.00000000
9349. মুগ্ধ                     1.00000000
9350. উল্টো                     1.00000000
9351. ইচ্ছুক                    1.00000000
9352. রাঙ্গ                     1.00000000
9353. ডালি                      1.00000000
9354. কমান                      1.00000000
9355. আশি                       1.00000000
9356. পণ্ডিতি                   1.00000000
9357. টাল                       1.00000000
9358. প্রেসের                   1.00000000
9359. পদক্ষেপ                   1.00000000
9360. উপশম                      1.00000000
9361. অপরিষ্ক                   1.00000000
9362. মোছা                      1.00000000
9363. সতীর্থ                    1.00000000
9364. লন্ডনে                    1.00000000
9365. ভোলেননি                   1.00000000
9366. ঘরোয়া                    1.00000000
9367. অবিশ্বাস্য                1.00000000
9368. কান                       1.00000000
9369. মিলিত                     1.00000000
9370. খেলত                      1.00000000
9371. ঝালা                      1.00000000
9372. তাস                       1.00000000
9373. রুমা                      1.00000000
9374. ঢিল                       1.00000000
9375. প্রচারে                   1.00000000
9376. পূর্বদি                   1.00000000
9377. অনুগত                     1.00000000
9378. টেলিফোন                   1.00000000
9379. ইজারাদার                  1.00000000
9380. তেত                       1.00000000
9381. যাহ                       1.00000000
9382. ভেন                       1.00000000
9383. আসো                       1.00000000
9384. প্রেরিত                   1.00000000
9385. ভাবাবেগ                   1.00000000
9386. যাজক                      1.00000000
9387. খোঁচ                      1.00000000
9388. ঘাস                       1.00000000
9389. উত্সবে                    1.00000000
9390. এ্যা                      1.00000000
9391. চিন্তাধা                  1.00000000
9392. দুর্বলতা                  1.00000000
9393. গৃহীত                     1.00000000
9394. বিশ্বশান্তি               1.00000000
9395. বেরোলে                    1.00000000
9396. মাছেল                     1.00000000
9397. সারেন                     1.00000000
9398. আরস্ত                     1.00000000
9399. স্টেডিয়ামে               1.00000000
9400. ক্রনিক                    1.00000000
9401. ডাকঘর                     1.00000000
9402. শেখেন                     1.00000000
9403. প্লান                     1.00000000
9404. থালি                      1.00000000
9405. রাখো                      1.00000000
9406. পাবি                      1.00000000
9407. জুম্মা                    1.00000000
9408. মাসখানেক                  1.00000000
9409. ভাগ্য                     1.00000000
9410. ডিভোর্স                   1.00000000
9411. সর্বসাকুল্যে              1.00000000
9412. গুটি                      1.00000000
9413. ঠেক                       1.00000000
9414. থাকেননি                   1.00000000
9415. মেহেদী                    1.00000000
9416. পাঠানো                    1.00000000
9417. অবহেল                     1.00000000
9418. মুহুর্ত                   1.00000000
9419. অঞ্জনা                    1.00000000
9420. বদি                       1.00000000
9421. আবর্তন                    1.00000000
9422. সাড়া                     1.00000000
9423. অবাধ্য                    1.00000000
9424. চামে                      1.00000000
9425. ব্রেড                     1.00000000
9426. শেয়                      1.00000000
9427. চলেছিল                    1.00000000
9428. পাত্তা                    1.00000000
9429. গুলো                      1.00000000
9430. দলনেত্রী                  1.00000000
9431. বিজ্ঞপ্তি                 1.00000000
9432. নিউটন                     1.00000000
9433. হেরি                      1.00000000
9434. আদল                       1.00000000
9435. সংগে                      1.00000000
9436. বাদানুবাদ                 1.00000000
9437. পরিবারে                   1.00000000
9438. কমবেশি                    1.00000000
9439. খাটুনির                   1.00000000
9440. টোল                       1.00000000
9441. খোকন                      1.00000000
9442. উই                        1.00000000
9443. ঘণ্টাখানেক                1.00000000
9444. বাগচী                     1.00000000
9445. কিল                       1.00000000
9446. থান                       1.00000000
9447. অজ্ঞাত                    1.00000000
9448. ইস্তফাপত্র                1.00000000
9449. উদযাপিত                   1.00000000
9450. চিরস্থায়ী                1.00000000
9451. পাঠাব                     1.00000000
9452. লালচ                      1.00000000
9453. ননী                       1.00000000
9454. যাইত                      1.00000000
9455. ঠেলা                      1.00000000
9456. গলানো                     1.00000000
9457. নিরাপত্ত                  1.00000000
9458. এমসি                      1.00000000
9459. দশমিক                     1.00000000
9460. চলছিল                     1.00000000
9461. অন্যরকম                   1.00000000
9462. অবচেতন                    1.00000000
9463. দুষ্কর                    1.00000000
9464. কূলে                      1.00000000
9465. মেঘনা                     1.00000000
9466. কিম্বা                    1.00000000
9467. ভূগোল                     1.00000000
9468. বাল                       1.00000000
9469. শোভাযাত্                  1.00000000
9470. মুলু                      1.00000000
9471. ব্যাড                     1.00000000
9472. অভাবী                     1.00000000
9473. ইঙ্গিতে                   1.00000000
9474. খেলো                      1.00000000
9475. সোফা                      1.00000000
9476. দিনকাল                    1.00000000
9477. জৈব                       1.00000000
9478. আধুনিক                    1.00000000
9479. রাস্তা                    1.00000000
9480. টেঁ                       1.00000000
9481. কোনোকালে                  1.00000000
9482. তাড়িয়ে                  1.00000000
9483. লেদ                       1.00000000
9484. নিরোধ                     1.00000000
9485. একসাথে                    1.00000000
9486. দুতিন                     1.00000000
9487. তলা                       1.00000000
9488. বাহারী                    1.00000000
9489. চরখা                      1.00000000
9490. বার্ণ                     1.00000000
9491. রাখুন                     1.00000000
9492. শাসনাধীন                  1.00000000
9493. বোতল                      1.00000000
9494. দুরূহ                     1.00000000
9495. অপরিচ্ছন্ন                1.00000000
9496. ভাবেননি                   1.00000000
9497. গুণাবলীর                  1.00000000
9498. আতিথ্য                    1.00000000
9499. শিক্ষার্থী                1.00000000
9500. বঙ্গোপসাগর                1.00000000
9501. বৃত্তান্ত                 1.00000000
9502. বাণী                      1.00000000
9503. পাক                       1.00000000
9504. যতোটুকু                   1.00000000
9505. অদৃষ্ট                    1.00000000
9506. ফিটফাট                    1.00000000
9507. ডেকেছিল                   1.00000000
9508. ম্যাজিস্টেট               1.00000000
9509. দফায়                     1.00000000
9510. সরাইখানা                  1.00000000
9511. অনুজ                      1.00000000
9512. সত্যতা                    1.00000000
9513. সূত্র                     1.00000000
9514. অবধারিত                   1.00000000
9515. শরীফ                      1.00000000
9516. ইচ্ছেমতো                  1.00000000
9517. তখনে                      1.00000000
9518. ছমাস                      1.00000000
9519. কোনরকমে                   1.00000000
9520. রূপান্তরিত                1.00000000
9521. ছলে                       1.00000000
9522. কাস্টমস                   1.00000000
9523. কামল                      1.00000000
9524. বিভ্রান্ত                 1.00000000
9525. ভুই                       1.00000000
9526. ফাক                       1.00000000
9527. ট্রা                      1.00000000
9528. কাটছ                      1.00000000
9529. চাদরে                     1.00000000
9530. প্রতিনিধিত্ব              1.00000000
9531. চুপচাপ                    1.00000000
9532. পাত                       1.00000000
9533. নইলে                      1.00000000
9534. দুনিয়া                   1.00000000
9535. পরিচ্ছন্নত                1.00000000
9536. মেক                       1.00000000
9537. সুরম্য                    1.00000000
9538. শ্রীরামপুর                1.00000000
9539. থাকতে                     1.00000000
9540. উত্তরদাতা                 1.00000000
9541. শ্লোগান                   1.00000000
9542. ইমদাদ                     1.00000000
9543. পারছিল                    1.00000000
9544. মারবে                     1.00000000
9545. ইফ                        1.00000000
9546. উপাসক                     1.00000000
9547. পানীয়                    1.00000000
9548. চিন্ত                     1.00000000
9549. প্লেনে                    1.00000000
9550. বালিক                     1.00000000
9551. সম্ভাবনা                  1.00000000
9552. স্নেহ                     1.00000000
9553. কিলোমি                    1.00000000
9554. ভোজ                       1.00000000
9555. টুনি                      1.00000000
9556. গাফিলতি                   1.00000000
9557. সংগৃহীত                   1.00000000
9558. তদারকি                    1.00000000
9559. ফেরারি                    1.00000000
9560. রাশিয়                    1.00000000
9561. কালবৈশাখী                 1.00000000
9562. সরকারীভাবে                1.00000000
9563. ব্যক্তির                  1.00000000
9564. বেশীদিন                   1.00000000
9565. অমানুষিক                  1.00000000
9566. গিরি                      1.00000000
9567. লেগেছেন                   1.00000000
9568. মাজারের                   1.00000000
9569. হ্যান্ডসাম                1.00000000
9570. সচেষ্ট                    1.00000000
9571. মাপে                      1.00000000
9572. একজনে                     1.00000000
9573. বেখাপ্পা                  1.00000000
9574. খটকা                      1.00000000
9575. পান্তা                    1.00000000
9576. গজে                       1.00000000
9577. চালাবো                    1.00000000
9578. যারা                      1.00000000
9579. উল্টোদিক                  1.00000000
9580. ভোজনরসিক                  1.00000000
9581. বিশিষ্ট                   1.00000000
9582. হ্যারি                    1.00000000
9583. জামাতা                    1.00000000
9584. ইস্ত                      1.00000000
9585. কনৌজ                      1.00000000
9586. লেটা                      1.00000000
9587. ক্যাম্প                   1.00000000
9588. ঢুকল                      1.00000000
9589. গার্ডেনের                 1.00000000
9590. বিবেকানন্দ                1.00000000
9591. একাধিকব                   1.00000000
9592. গগনে                      1.00000000
9593. সৌমিত্র                   1.00000000
9594. অভিভাবকত্ব                1.00000000
9595. বুদ্ধ                     1.00000000
9596. রমজান                     1.00000000
9597. পুরী                      1.00000000
9598. প্রিন্স                   1.00000000
9599. মতামত                     1.00000000
9600. কেক                       1.00000000
9601. বগা                       1.00000000
9602. লাগত                      1.00000000
9603. বিছিয়ে                   1.00000000
9604. মেরুদণ্ডের                1.00000000
9605. মেরামত                    1.00000000
9606. হাফিজ                     1.00000000
9607. হারিয়েছেন                1.00000000
9608. প্রজারা                   1.00000000
9609. নিঃস্ব                    1.00000000
9610. ইচ্ছায়                   1.00000000
9611. আতঙ্ক                     1.00000000
9612. আব্বাস                    1.00000000
9613. গোধূ                      1.00000000
9614. ক্ষতবিক্ষত                1.00000000
9615. মানিকগঞ্জ                 1.00000000
9616. ভুলবে                     1.00000000
9617. পরিগণিত                   1.00000000
9618. সিরাজউদ্দৌলা              1.00000000
9619. জটিল                      1.00000000
9620. প্লাস                     1.00000000
9621. পরিবেশনা                  1.00000000
9622. বিস্তৃতি                  1.00000000
9623. ধুত                       1.00000000
9624. পোষা                      1.00000000
9625. মোহর                      1.00000000
9626. নিতু                      1.00000000
9627. কেন্দ্রস্থলে              1.00000000
9628. জালাল                     1.00000000
9629. মেকানিকাল                 1.00000000
9630. নৈপুণ্য                   1.00000000
9631. সংশোধিত                   1.00000000
9632. আশ্রয়দাতা                1.00000000
9633. ধারণক্ষমতা                1.00000000
9634. চঞ্চলা                    1.00000000
9635. রক্ষী                     1.00000000
9636. নির্মাণ                   1.00000000
9637. ছিটানোর                   1.00000000
9638. এক্ষুণি                   1.00000000
9639. করেন৷                     1.00000000
9640. প্রকাশে                   1.00000000
9641. প্রাণরক্ষা                1.00000000
9642. মহারাজা                   1.00000000
9643. টেইলর                     1.00000000
9644. স্থলে                     1.00000000
9645. নামান্তর                  1.00000000
9646. ফাট                       0.97435897
9647. ক্ষে                      0.97435897
9648. থাকবো                     0.97435897
9649. সেবা                      0.97435897
9650. সরকারী                    0.97435897
9651. গল্পে                     0.97435897
9652. সারাদিন                   0.97435897
9653. আদালত                     0.97435897
9654. উপভোগ                     0.97435897
9655. বলি                       0.97435897
9656. বাসে                      0.97435897
9657. আলমারি                    0.97435897
9658. নিরাপদ                    0.97435897
9659. সমাধান                    0.97435897
9660. ঘটনা                      0.97435897
9661. দাব                       0.97435897
9662. রাস্তায়                  0.97435897
9663. বিষাক্ত                   0.97435897
9664. প্রসঙ্গে                  0.97435897
9665. ভালোব                     0.97435897
9666. গতি                       0.97435897
9667. রেহা                      0.97435897
9668. চাবি                      0.97435897
9669. জমা                       0.97435897
9670. প্রতিব                    0.97435897
9671. চারদি                     0.97435897
9672. বুঝে                      0.97435897
9673. করুণ                      0.97435897
9674. অন্যতম                    0.97435897
9675. মণি                       0.97435897
9676. নিঃসন্দেহ                 0.97435897
9677. প্রচলিত                   0.97435897
9678. মিশে                      0.97435897
9679. টিপে                      0.97435897
9680. ইব্রাহিম                  0.97435897
9681. পদার্থ                    0.97435897
9682. পালক                      0.97435897
9683. মিসেস                     0.97435897
9684. জাপানী                    0.97435897
9685. হাল                       0.97435897
9686. কারখানা                   0.97435897
9687. বিদ্যাসাগর                0.97435897
9688. পোশাক                     0.97435897
9689. পেছন                      0.97435897
9690. সামলা                     0.97435897
9691. যোগ                       0.97435897
9692. সচরাচর                    0.97435897
9693. চিকিৎস                    0.97435897
9694. রুদ্ধ                     0.97435897
9695. চাপ                       0.97435897
9696. উঁচু                      0.97435897
9697. এক্সপ্রেস                 0.97435897
9698. মামল                      0.97435897
9699. পুলিশ                     0.97435897
9700. আলাদা                     0.97435897
9701. দূর                       0.97435897
9702. চাষে                      0.97435897
9703. সংখ্যা                    0.97435897
9704. ইস্তফা                    0.97435897
9705. সংগ্রাম                   0.97435897
9706. পাচ্ছি                    0.97435897
9707. খাবারের                   0.97435897
9708. ধীরে                      0.97435897
9709. অক্ষম                     0.97435897
9710. পেটা                      0.97435897
9711. মনোনীত                    0.97435897
9712. হেঁটে                     0.97435897
9713. মেজর                      0.97435897
9714. অনেকখানি                  0.97435897
9715. উন্নতির                   0.97435897
9716. সামন                      0.97435897
9717. ধন্যবাদ                   0.97435897
9718. অনেকক্ষণ                  0.97435897
9719. অধিকাংশ                   0.97435897
9720. আক্রমণ                    0.97435897
9721. ঘটেছিল                    0.97435897
9722. সভায়                     0.97435897
9723. শাড়ি                     0.97435897
9724. অপরাধ                     0.97435897
9725. পুল                       0.97435897
9726. ছোটো                      0.97435897
9727. এতোদিন                    0.97435897
9728. কোম্পানির                 0.97435897
9729. যোগাযোগ                   0.97435897
9730. ম্যান                     0.97435897
9731. পাইনি                     0.97435897
9732. চাঞ্চল্য                  0.97435897
9733. তীর                       0.97435897
9734. আরে                       0.97435897
9735. ভালোবাস                   0.97435897
9736. ঘাপ                       0.97435897
9737. লেলিহান                   0.97435897
9738. সুদর্শন                   0.97435897
9739. ওঠেনি                     0.97435897
9740. মেজ                       0.97435897
9741. বাবুর                     0.97435897
9742. মনোবল                     0.97435897
9743. যোগদান                    0.97435897
9744. আবেগ                      0.97435897
9745. অভিনেতা                   0.97435897
9746. করাল                      0.97435897
9747. পাবলিক                    0.97435897
9748. নামলে                     0.97435897
9749. স্টেশনে                   0.97435897
9750. দেশবাসীর                  0.97435897
9751. সুযোগ                     0.97435897
9752. ঘেঁষে                     0.97435897
9753. ছাগল                      0.97435897
9754. কল্যাণ                    0.97435897
9755. পতিত                      0.97435897
9756. সিংহাসন                   0.97435897
9757. স্লোগান                   0.97435897
9758. ভাগে                      0.97435897
9759. জাতি                      0.97435897
9760. চাঁদ                      0.97435897
9761. পড়েনি                    0.97435897
9762. অনুশীলন                   0.97435897
9763. বিপুল                     0.97435897
9764. তালে                      0.97435897
9765. মধ্যবর্তী                 0.97435897
9766. নির্বিচারে                0.97435897
9767. বিশ্বাসী                  0.97435897
9768. পারতাম                    0.97435897
9769. রীতিনীতি                  0.97435897
9770. নিশ্বাস                   0.97435897
9771. শেষের                     0.97435897
9772. ছবির                      0.97435897
9773. শ্রেণী                    0.97435897
9774. সন্ধান                    0.97435897
9775. সা                        0.97435897
9776. পচা                       0.97435897
9777. মিস                       0.97435897
9778. উত্তরে                    0.97435897
9779. সাহিত্য                   0.97435897
9780. জিতলে                     0.97435897
9781. লাগছিল                    0.97435897
9782. সেসব                      0.97435897
9783. কাণ্ড                     0.97435897
9784. উঠছ                       0.97435897
9785. আত্মহত্যা                 0.97435897
9786. পরিজন                     0.97435897
9787. বিপন্ন                    0.97435897
9788. পানি                      0.97435897
9789. মিটারের                   0.97435897
9790. আহত                       0.97435897
9791. শিউরে                     0.97435897
9792. স্থানে                    0.97435897
9793. প্রেরণা                   0.97435897
9794. উঠ                        0.97435897
9795. কোণে                      0.97435897
9796. উস্কানি                   0.97435897
9797. অধিষ্ঠিত                  0.97435897
9798. পদে                       0.97435897
9799. হাহা                      0.97435897
9800. রুই                       0.97435897
9801. নাতি                      0.97435897
9802. স্থির                     0.97435897
9803. জমে                       0.97435897
9804. ততদিন                     0.97435897
9805. বোম                       0.97435897
9806. একেক                      0.97435897
9807. পেশা                      0.97435897
9808. ইঞ্জিন                    0.97435897
9809. শোনানো                    0.97435897
9810. কলকাতা                    0.97435897
9811. সংক্রান্ত                 0.97435897
9812. থ্রি                      0.97435897
9813. শাস্তি                    0.97435897
9814. রওনা                      0.97435897
9815. যাচ্                      0.97435897
9816. সিং                       0.97435897
9817. করছি                      0.97435897
9818. পারিনি                    0.97435897
9819. আজক                       0.97435897
9820. ইলিশ                      0.97435897
9821. হটে                       0.97435897
9822. ফোনে                      0.97435897
9823. লাফ                       0.97435897
9824. জুট                       0.97435897
9825. অজুহা                     0.97435897
9826. তোলা                      0.97435897
9827. চিঠি                      0.97435897
9828. নির্মম                    0.97435897
9829. গ্রুপ                     0.97435897
9830. আবেদন                     0.97435897
9831. বন্দী                     0.97435897
9832. স্বাভাবিক                 0.97435897
9833. অনটন                      0.97435897
9834. দ্বারে                    0.97435897
9835. চাইল                      0.97435897
9836. আঃ                        0.97435897
9837. টাটকা                     0.97435897
9838. জোরালো                    0.97435897
9839. জনে                       0.97435897
9840. জননী                      0.97435897
9841. আশ্বাস                    0.97435897
9842. রক্ষণশীল                  0.97435897
9843. ডুবি                      0.97435897
9844. যেদিন                     0.97435897
9845. ভাবি                      0.97435897
9846. চীনা                      0.97435897
9847. ব্যতিক্রম                 0.97435897
9848. স্বস্তির                  0.97435897
9849. বিভক্ত                    0.97435897
9850. জবাব                      0.97435897
9851. ওঠা                       0.97435897
9852. প্রাণী                    0.97435897
9853. এপ্রিল                    0.97435897
9854. ফকির                      0.97435897
9855. অঞ্চলে                    0.97435897
9856. মহাদেশ                    0.97435897
9857. বাদশা                     0.97435897
9858. দাম                       0.97435897
9859. রোমান                     0.97435897
9860. মেত                       0.97435897
9861. ফলমূল                     0.97435897
9862. মাসিক                     0.97435897
9863. সেনাবাহিনী                0.97435897
9864. বাঁশি                     0.97435897
9865. ফিরলে                     0.97435897
9866. মুহূর্                    0.97435897
9867. এসব                       0.97435897
9868. ছুট                       0.97435897
9869. অম                        0.97435897
9870. মেলা                      0.97435897
9871. রক্ষা                     0.97435897
9872. আটকা                      0.97435897
9873. সিপাহী                    0.97435897
9874. অবসান                     0.97435897
9875. নেয়                      0.97435897
9876. ক্যামে                    0.97435897
9877. আঁকা                      0.97435897
9878. ছাতা                      0.97435897
9879. সম্প্রদায়                0.97435897
9880. কিনা                      0.97435897
9881. মামী                      0.97435897
9882. বিচ্ছিন্ন                 0.97435897
9883. চালানো                    0.97435897
9884. নির্ভর                    0.97435897
9885. বিদ্রোহ                   0.97435897
9886. মুনাফা                    0.97435897
9887. বিশাল                     0.97435897
9888. পারবে                     0.97435897
9889. দাঁড়িয়ে                 0.97435897
9890. গোল                       0.97435897
9891. কৈশোরে                    0.97435897
9892. পাট                       0.97435897
9893. পাশে                      0.97435897
9894. জমাট                      0.97435897
9895. ছড়িয়ে                   0.97435897
9896. টেলিভিশন                  0.97435897
9897. অফিস                      0.97435897
9898. পিঠ                       0.97435897
9899. বাংল                      0.97435897
9900. চাষি                      0.97435897
9901. পাল                       0.97435897
9902. প্রান্ত                   0.97435897
9903. বনাম                      0.97435897
9904. চারজন                     0.97435897
9905. পুরোহিত                   0.97435897
9906. একত্র                     0.97435897
9907. হাজারে                    0.97435897
9908. কৃষ্ণাঙ্গ                 0.97435897
9909. শোন                       0.97435897
9910. মাংস                      0.97435897
9911. গুলির                     0.97435897
9912. খাদ্য                     0.97435897
9913. করুন                      0.97435897
9914. চাষী                      0.97435897
9915. অধীর                      0.97435897
9916. টার                       0.97435897
9917. মিঃ                       0.97435897
9918. তলদেশ                     0.97435897
9919. পোর্ট                     0.97435897
9920. ভগবান                     0.97435897
9921. কিছুর                     0.97435897
9922. সৌন্দর্য                  0.97435897
9923. তারা                      0.97435897
9924. কান্না                    0.97435897
9925. বিজয়ী                    0.97435897
9926. যন্ত্রপাতির               0.97435897
9927. পরিসংখ্যান                0.97435897
9928. চোর                       0.97435897
9929. মাঝ                       0.97435897
9930. উপযোগী                    0.97435897
9931. প্রতিযোগিতা               0.97435897
9932. আদর                       0.97435897
9933. সত্ত্বে                   0.97435897
9934. পাথর                      0.97435897
9935. উপাধি                     0.97435897
9936. গুণ                       0.97435897
9937. বিদেশের                   0.97435897
9938. ইনিংস                     0.97435897
9939. তীরবর্তী                  0.97435897
9940. মৃত্যুর                   0.97435897
9941. কেঁদে                     0.97435897
9942. খানিক                     0.97435897
9943. ফেলি                      0.97435897
9944. আমল                       0.97435897
9945. মরে                       0.97435897
9946. অসংখ্য                    0.97435897
9947. নভেম্বর                   0.97435897
9948. পরিচয়                    0.97435897
9949. মারাত্মক                  0.97435897
9950. মোটর                      0.97435897
9951. কেপ                       0.97435897
9952. টের                       0.97435897
9953. বিশ্বাস                   0.97435897
9954. চিন                       0.97435897
9955. পালন                      0.97435897
9956. চুক্তি                    0.97435897
9957. প্রবাহিত                  0.97435897
9958. নাট                       0.97435897
9959. চিহ্নিত                   0.97435897
9960. ব্যাঙ্ক                   0.97435897
9961. পাতা                      0.97435897
9962. আদেশের                    0.97435897
9963. ডিসেম্বর                  0.97435897
9964. নিঃসঙ্গ                   0.97435897
9965. কমপক্ষে                   0.97435897
9966. প্রকাশক                   0.97435897
9967. ইংরেজিতে                  0.97435897
9968. ঠাণ্ডা                    0.97435897
9969. জোরে                      0.97435897
9970. জ্বালা                    0.97435897
9971. বাহক                      0.97435897
9972. লোকজন                     0.97435897
9973. পরিশ্রম                   0.97435897
9974. দেয়                       0.97435897
9975. আদৌ                       0.97435897
9976. আফ্রিকা                   0.97435897
9977. উপাদানে                   0.97435897
9978. চলা                       0.97435897
9979. করেছিল                    0.97435897
9980. খনির                      0.97435897
9981. খুঁ                       0.97435897
9982. বলবে                      0.97435897
9983. বেগম                      0.97435897
9984. বোল                       0.97435897
9985. অভিজিৎ                    0.97435897
9986. সরাসরি                    0.97435897
9987. ডিগ্রি                    0.97435897
9988. স্বাধীনতা                 0.97435897
9989. পুরে                      0.97435897
9990. মাঝখানে                   0.97435897
9991. তর্কবাগীশ                 0.97435897
9992. সুদ                       0.97435897
9993. সম্পর্কে                  0.97435897
9994. প্রতিকার                  0.97435897
9995. তামিল                     0.97435897
9996. ভিজে                      0.97435897
9997. আসা                       0.97435897
9998. প্রান্                    0.97435897
9999. তিল                       0.97435897
10000. কাচ                       0.97435897
10001. গ্রাহক                    0.97435897
10002. বাবু                      0.97435897
10003. উদ্দেশ্য                  0.97435897
10004. অনুরোধ                    0.97435897
10005. দানব                      0.97435897
10006. সুযোগ্য                   0.97435897
10007. সবকিছু                    0.97435897
10008. যৌতুক                     0.97435897
10009. গোবিন্দপুর                0.97435897
10010. বিচ                       0.97435897
10011. মদ্যপান                   0.97435897
10012. শরীর                      0.97435897
10013. করাত                      0.97435897
10014. ভাগ্যে                    0.97435897
10015. কোর্ট                     0.97435897
10016. ভৌগোলিক                   0.97435897
10017. কামনা                     0.97435897
10018. ইজ                        0.97435897
10019. লুকোচুরি                  0.97435897
10020. ইজারা                     0.97435897
10021. দলিল                      0.97435897
10022. কেউবা                     0.97435897
10023. ইউরোপে                    0.97435897
10024. সালে                      0.97435897
10025. দোষী                      0.97435897
10026. দেহের                     0.97435897
10027. লাগলে                     0.97435897
10028. অভিজ্ঞত                   0.97435897
10029. চাইতে                     0.97435897
10030. সিদ্ধান্ত                 0.97435897
10031. ভাড়া                     0.97435897
10032. চল্লিশ                    0.97435897
10033. মূল                       0.97435897
10034. লীগ                       0.97435897
10035. আন্দোলনে                  0.97435897
10036. নীরবতা                    0.97435897
10037. চলবে                      0.97435897
10038. গ্রীক                     0.97435897
10039. বিশ                       0.97435897
10040. উত্তরাধিকারী              0.97435897
10041. আঠারো                     0.97435897
10042. বলবো                      0.97435897
10043. দিই                       0.97435897
10044. রাম                       0.97435897
10045. অবদান                     0.97435897
10046. ফেলেছেন                   0.97435897
10047. স্ত্রীর                   0.97435897
10048. ঠিকানা                    0.97435897
10049. ভিন্ন                     0.97435897
10050. অবহিত                     0.97435897
10051. ব্যতীত                    0.97435897
10052. উদ্বেগ                    0.97435897
10053. আমেরিকা                   0.97435897
10054. ব্যাগে                    0.97435897
10055. পা                        0.97435897
10056. থাকুন                     0.97435897
10057. অনুপস্থিত                 0.97435897
10058. বেঁচে                     0.97435897
10059. শিল্পীর                   0.97435897
10060. মারামারি                  0.97435897
10061. আসবে                      0.97435897
10062. দেখলে                     0.97435897
10063. চেয়েছেন                  0.97435897
10064. বেরো                      0.97435897
10065. খেলোয়াড়                 0.97435897
10066. যুদ্ধ                     0.97435897
10067. বিস্তার                   0.97435897
10068. লেগেছিল                   0.97435897
10069. এদেশ                      0.97435897
10070. সংশোধন                    0.97435897
10071. ভেজা                      0.97435897
10072. বিস্ত                     0.97435897
10073. সাহায্য                   0.97435897
10074. অন্ধকারে                  0.97435897
10075. দোকানে                    0.97435897
10076. আগ্রহী                    0.97435897
10077. বাহিনীর                   0.97435897
10078. শ্বশুর                    0.97435897
10079. ওটা                       0.97435897
10080. আকৃতির                    0.97435897
10081. তেলের                     0.97435897
10082. প্রত্যাখ্যান              0.97435897
10083. সর্বোচ্চ                  0.97435897
10084. যুবক                      0.97435897
10085. বাস                       0.97435897
10086. বাধ্য                     0.97435897
10087. জাপান                     0.97435897
10088. প্রদেশের                  0.97435897
10089. ফেরত                      0.97435897
10090. প্রতিশ্রুতি               0.97435897
10091. প্রদক্ষিণ                 0.97435897
10092. পেশ                       0.97435897
10093. আস                        0.97435897
10094. কৌশল                      0.97435897
10095. নেহরু                     0.97435897
10096. নবীন                      0.97435897
10097. বালিশ                     0.97435897
10098. ছাপ                       0.97435897
10099. পারবো                     0.97435897
10100. ফিরতি                     0.97435897
10101. ফিরল                      0.97435897
10102. কার্যালয়                 0.97435897
10103. বাসি                      0.97435897
10104. ফাস্ট                     0.97435897
10105. লাফা                      0.97435897
10106. পুরোপুরি                  0.97435897
10107. সন্তোষ                    0.97435897
10108. দাগ                       0.97435897
10109. বিরোধী                    0.97435897
10110. খুঁজে                     0.97435897
10111. মাজা                      0.97435897
10112. বন্ধু                     0.97435897
10113. প্লেট                     0.97435897
10114. প্রার্থী                  0.97435897
10115. জার্মান                   0.97435897
10116. যেতাম                     0.97435897
